Exercise,Gender,Age,Height,Weight,Like_1,Hate_1
2,Female,44,148,80,도토리 묵,땅콩
0,Male,21,156,86,당근주스,연근
2,Female,47,161,79,우유,느타리 버섯
1,Female,42,175,93,우유,우유
2,Female,30,182,68,땅콩,도라지
2,Male,59,186,72,참기름,두부
1,Female,60,142,69,검정콩,햄(로스)
2,Male,51,169,74,사과,참기름
2,Male,29,146,76,우유,낫또
1,Male,50,144,48,식빵,미숫가루
0,Male,23,162,62,표고버섯,감자
2,Male,43,142,74,땅콩,우유
2,Female,60,185,70,땅콩,닭고기(닭다리)
1,Female,32,155,72,참기름,귤
2,Male,52,185,75,완두콩,치즈
2,Female,57,142,63,우유,땅콩
1,Female,53,141,68,우유,식빵
1,Male,28,183,99,도토리 묵,우유
2,Male,41,186,90,당근주스,고구마
0,Male,23,184,41,곶감,애호박
0,Female,39,188,57,바나나,사과
1,Female,25,163,41,닭고기(닭다리),참기름
1,Male,54,153,80,우유,식빵
1,Female,32,178,66,우유,단호박
0,Male,27,175,92,우유,도토리 묵
2,Male,57,185,61,키위,우유
2,Female,58,173,72,검정콩,키위
1,Female,24,151,66,오렌지,베이컨
1,Female,39,141,42,딸기,수박
1,Female,50,159,41,크래커,땅콩
0,Female,56,172,40,우유,우유
1,Female,59,164,69,애호박,잡곡밥
0,Female,53,159,72,낫또,우유
2,Male,46,173,84,참기름,당근
2,Male,45,173,55,토마토,배
2,Female,56,143,92,우유,동태
1,Male,59,181,89,우유,땅콩
2,Female,33,153,70,식빵,연근
1,Male,48,178,90,당근주스,표고버섯
0,Male,24,187,57,비엔나소시지,크래커
2,Male,58,181,96,유부,연근
2,Male,24,162,91,햄(로스),어묵(튀긴 것)
0,Male,22,147,83,귤,새우(중하)
0,Male,46,160,57,당근주스,오렌지
2,Female,48,184,91,연근,검정콩
1,Female,47,173,54,우유,쌀밥
0,Male,50,146,51,쌀밥,인절미
2,Female,40,172,60,귤,당근주스
1,Female,32,152,60,바나나,완두콩
2,Male,53,163,53,오렌지,단감
0,Female,39,184,65,참기름,배
1,Male,47,164,98,콘플레이크,꽁치
0,Female,48,186,92,완두콩,토마토
0,Male,50,143,99,애호박,우유
1,Male,52,165,55,우유,우유
0,Female,56,158,64,도라지,콘플레이크
0,Female,37,173,68,물오징어,우유
2,Male,30,152,60,수박,귤
0,Male,27,185,49,시금치,토마토
2,Female,38,168,64,백미,찜갈비
1,Male,27,176,63,가래떡,우유
2,Female,23,176,99,동태,우유
2,Female,44,157,60,땅콩,우유
2,Male,21,180,51,고등어,도토리 묵
0,Female,41,158,92,검정콩,땅콩
0,Male,59,140,66,땅콩,참기름
2,Male,33,158,75,키위,우유
0,Female,39,172,89,인절미,잡곡밥
1,Female,27,179,64,수박,우유
1,Male,27,146,83,오렌지,땅콩
1,Female,46,175,65,땅콩,땅콩
2,Male,48,166,70,뱀장어,키위
2,Female,56,179,56,완두콩,땅콩
0,Male,37,141,88,애호박,표고버섯
0,Male,31,158,74,우유,시금치
2,Female,29,189,70,우유,우유
2,Male,57,182,66,땅콩,표고버섯
0,Male,30,153,53,참기름,식빵
2,Male,38,181,71,멸치,참기름
1,Male,24,152,75,강냉이(옥수수),귤
0,Male,20,151,80,미숫가루,애호박
0,Male,56,180,95,느타리 버섯,콘플레이크
0,Female,49,146,42,우유,표고버섯
2,Male,20,181,81,고등어,우유
0,Female,36,172,97,검정콩,쇠고기
2,Male,34,173,53,땅콩,딸기
1,Male,40,150,76,표고버섯,애호박
1,Female,40,188,78,백미,우유
0,Male,35,172,44,콘플레이크,느타리 버섯
1,Male,44,168,57,동태,강냉이(옥수수)
0,Female,25,183,84,땅콩,가자미
1,Male,21,185,62,삼겹살,참기름
1,Female,36,174,98,베이컨,굴
1,Female,48,142,97,당근,곶감
0,Male,23,182,52,쌀밥,백미
2,Female,57,174,82,우유,오이
1,Female,21,170,85,우유,완두콩
0,Female,44,184,97,삼겹살,토마토
1,Female,24,184,84,참기름,낫또
1,Male,34,179,60,물오징어,참기름
0,Female,48,154,73,미숫가루,토마토
2,Female,32,153,54,애호박,우유
0,Female,37,164,74,우유,우유
2,Female,43,173,41,참기름,당근
0,Female,36,154,48,참기름,우유
0,Female,32,185,59,땅콩,땅콩
1,Female,41,184,67,갈치,땅콩
1,Female,24,170,85,배,양념갈비
1,Male,26,157,59,우유,우유
2,Female,55,146,82,동태,우유
1,Female,28,169,78,땅콩,우유
1,Male,59,145,88,땅콩,백미
2,Female,40,162,72,땅콩,땅콩
0,Male,50,173,49,참기름,참기름
0,Female,48,144,77,삶은 국수,땅콩
2,Male,55,174,50,우유,곶감
0,Female,57,146,88,우유,시금치
1,Male,58,153,51,귤,당근주스
1,Male,50,148,51,치즈,표고버섯
2,Female,54,154,60,사과,우유
0,Male,24,171,65,토마토,참기름
2,Female,58,185,40,애호박,표고버섯
2,Female,55,155,89,완두콩,애호박
0,Female,25,189,89,우유,우유
2,Male,55,160,43,참기름,표고버섯
1,Male,29,183,48,사과,북어채
1,Male,31,141,41,멸치,돼지고기
1,Female,49,164,92,곶감,참기름
0,Male,58,165,57,귤,물오징어
1,Male,24,160,91,마른국수,밤
1,Female,50,179,40,단호박,도토리 묵
1,Female,34,179,98,도라지,오이
2,Female,33,149,89,새우(중하),삶은 국수
2,Male,32,153,92,양념갈비,바나나
1,Female,52,183,74,바나나,곶감
2,Male,43,173,63,참기름,건오징어채
2,Female,51,173,48,참기름,배
1,Male,43,148,97,우유,우유
0,Female,26,152,67,미숫가루,우유
1,Female,24,170,47,식빵,가래떡
2,Male,52,176,43,배,우유
2,Male,55,146,45,키위,애호박
2,Female,43,188,63,키위,단감
1,Female,59,146,50,오이,꽁치
0,Female,56,144,56,표고버섯,우유
0,Male,50,160,87,우유,단호박
1,Female,22,163,78,가래떡,우유
1,Female,45,161,57,우유,식빵
2,Female,31,165,89,땅콩,참기름
1,Female,58,153,73,배,베이컨
2,Female,24,180,51,느타리 버섯,땅콩
2,Male,54,155,82,마른국수,키위
1,Male,49,188,64,쌀밥,느타리 버섯
2,Female,27,148,93,참기름,오이
1,Female,39,149,44,바나나,참기름
1,Female,35,151,82,참기름,딸기
2,Female,39,141,58,참기름,땅콩
1,Female,40,146,41,우유,고등어
0,Female,56,185,40,단호박,당근주스
2,Female,59,177,85,식빵,우유
0,Male,53,159,72,잡곡밥,시금치
2,Male,35,173,84,양념갈비,크래커
2,Male,45,160,55,참기름,삼겹살
2,Female,45,142,76,굴,땅콩
0,Female,59,168,89,갈치,북어채
2,Female,32,140,54,우유,가래떡
0,Female,26,151,74,가래떡,도토리 묵
2,Male,54,187,57,딸기,우유
1,Male,36,155,64,단감,밤
1,Female,43,148,59,곶감,바나나
1,Female,41,184,67,땅콩,수박
1,Male,24,170,85,낫또,참기름
0,Male,26,144,43,밤,바나나
0,Male,25,159,82,당근,우유
0,Female,28,156,63,우유,우유
1,Male,48,182,88,땅콩,마른국수
2,Female,40,176,72,땅콩,곶감
1,Female,20,173,65,배,딸기
0,Male,59,157,93,도라지,배
2,Male,55,174,95,크래커,햄(로스)
0,Female,46,183,89,쌀밥,우유
1,Male,58,153,51,시금치,우유
1,Male,20,161,67,참기름,우유
0,Female,24,155,76,쇠고기,크래커
0,Female,34,183,80,멸치,참기름
2,Male,27,148,55,땅콩,땅콩
2,Female,54,168,44,시금치,우유
2,Male,35,164,60,도토리 묵,가래떡
1,Female,35,173,74,단감,우유
2,Female,50,159,79,쇠고기,땅콩
1,Female,41,153,40,땅콩,참기름
1,Male,59,164,47,햄(로스),딸기
2,Female,38,141,88,갈치,땅콩
2,Female,46,186,62,당근주스,연근
1,Male,30,155,71,우유,우유
2,Male,55,155,69,키위,강냉이(옥수수)
0,Male,43,162,88,토마토,참기름
0,Female,54,166,47,배,땅콩
2,Male,32,158,45,땅콩,땅콩
0,Female,23,186,94,크래커,키위
2,Male,31,149,79,쌀밥,당근주스
1,Female,53,148,52,시금치,오이
0,Male,26,165,82,우유,시금치
2,Male,35,183,63,땅콩,우유
0,Male,52,189,59,땅콩,삼겹살
0,Female,25,146,61,참기름,귤
2,Female,44,188,63,감자,당근
2,Female,59,146,67,식빵,우유
1,Female,26,144,72,잡곡밥,시금치
0,Male,20,173,43,양념갈비,크래커
2,Male,33,176,94,참기름,찜갈비
2,Female,56,161,73,굴,땅콩
2,Female,31,165,89,갈치,뱀장어
2,Male,28,166,89,당근주스,오렌지
0,Male,35,143,67,고구마,식빵
0,Male,24,155,98,우유,단호박
1,Female,49,152,64,우유,도토리 묵
2,Female,27,148,78,키위,우유
2,Male,50,163,60,검정콩,키위
2,Female,35,165,82,오렌지,참치통조림
2,Female,50,154,74,딸기,곶감
2,Female,51,159,57,뱀장어,땅콩
0,Female,56,172,40,우유,우유
2,Female,29,177,85,애호박,미숫가루
0,Female,53,173,88,오이,우유
2,Female,46,186,84,참기름,당근
0,Male,45,173,55,단감,참기름
2,Female,55,142,91,땅콩,토마토
2,Male,28,144,44,땅콩,땅콩
0,Male,54,166,85,강냉이(옥수수),참기름
0,Male,48,177,45,연근,느타리 버섯
0,Male,23,186,56,베이컨,크래커
1,Male,47,167,80,유부,연근
2,Male,23,161,90,고등어,검정콩
0,Female,22,147,82,귤,굴
0,Female,46,146,56,땅콩,오렌지
2,Female,48,170,74,도라지,두부
1,Male,35,159,98,우유,완두콩
2,Female,39,182,94,쌀밥,도라지
2,Female,29,158,44,햄(로스),우유
0,Male,51,188,87,어묵(튀긴 것),햄(로스)
1,Female,30,186,80,삼겹살,베이컨
1,Male,58,170,93,우유,낫또
2,Female,55,173,50,당근,땅콩
1,Female,57,147,45,단호박,감자
2,Male,58,166,67,우유,마른국수
1,Male,50,162,68,마른국수,미숫가루
2,Female,54,155,76,참기름,당근
0,Female,34,170,64,땅콩,사과
2,Male,27,148,56,수박,귤
0,Male,24,181,45,우유,식빵
2,Male,35,165,60,느타리 버섯,연근
1,Female,24,173,59,유부,고구마
2,Male,51,159,79,참기름,크래커
1,Female,30,153,40,토마토,사과
2,Male,29,177,63,땅콩,비엔나소시지
2,Female,38,141,72,땅콩,수박
2,Female,46,186,62,우유,오렌지
1,Male,30,141,55,쌀밥,우유
2,Male,55,142,53,인절미,잡곡밥
1,Male,54,162,44,수박,우유
0,Female,43,166,48,오렌지,바나나
2,Male,33,159,89,바나나,수박
0,Female,24,186,95,당근,가자미
2,Male,32,149,80,단호박,우유
1,Female,53,148,52,우유,우유
1,Female,37,178,82,잡곡밥,우유
2,Male,46,146,79,귤,마른국수
0,Female,22,188,74,바나나,참기름
1,Female,35,159,76,사과,갈치
2,Female,54,187,78,참기름,참기름
2,Female,59,145,66,강냉이(옥수수),귤
2,Male,25,157,88,오이,우유
1,Male,30,186,43,참기름,당근
2,Male,43,189,93,단감,우유
0,Male,25,187,44,땅콩,귤
0,Male,41,141,60,땅콩,참기름
2,Male,28,165,44,바나나,비엔나소시지
0,Male,45,142,67,표고버섯,애호박
0,Male,23,167,53,백미,우유
0,Male,29,178,95,콘플레이크,느타리 버섯
1,Male,49,174,49,건오징어채,잡곡밥
2,Female,49,162,60,땅콩,가자미
0,Male,45,177,97,땅콩,딸기
2,Male,20,167,74,도라지,땅콩
2,Male,20,172,56,우유,굴
1,Female,26,185,57,단호박,느타리 버섯
2,Female,29,177,85,귤,우유
0,Female,53,160,72,바나나,단호박
2,Male,46,173,84,삼겹살,인절미
2,Male,46,173,55,참기름,닭고기(닭다리)
2,Female,56,142,92,물오징어,참기름
2,Male,29,144,45,미숫가루,토마토
0,Male,43,166,86,애호박,우유
0,Male,48,177,89,우유,고구마
0,Male,24,186,57,오렌지,땅콩
1,Male,47,168,80,단감,사과
2,Male,23,161,90,수박,귤
0,Male,22,147,82,표고버섯,수박
2,Female,35,146,41,백미,연근
2,Female,37,170,74,가래떡,우유
0,Male,35,159,98,도라지,우유
2,Female,39,182,94,우유,우유
2,Female,29,158,44,땅콩,백미
0,Male,51,175,88,땅콩,땅콩
1,Female,31,186,81,참기름,참기름
1,Male,58,157,93,삶은 국수,땅콩
2,Female,55,173,50,우유,곶감
2,Male,26,159,60,우유,애호박
2,Female,28,166,66,식빵,당근주스
1,Male,60,174,67,당근주스,표고버섯
0,Female,23,167,75,키위,우유
0,Female,44,183,80,토마토,돼지고기
0,Female,49,174,87,굴,갈치
0,Female,35,144,60,완두콩,땅콩
0,Female,45,177,75,우유,우유
1,Male,35,186,74,우유,표고버섯
2,Female,20,172,95,키위,당근
0,Male,52,166,72,북어채,연근
2,Male,29,140,63,곶감,참기름
0,Female,38,154,87,귤,새우(중하)
0,Male,56,186,61,마른국수,양념갈비
2,Male,30,154,71,단호박,검정콩
0,Female,36,168,85,도라지,오이
1,Female,24,175,60,단호박,연근
0,Female,53,178,63,참기름,검정콩
0,Male,32,158,44,어묵(튀긴 것),굴
1,Female,34,149,50,단감,참기름
0,Male,32,149,80,우유,두부
1,Female,53,161,53,식빵,잡곡밥
1,Male,37,165,83,오이,감자
2,Male,35,146,79,갈치,당근주스
0,Female,33,152,91,낫또,미숫가루
1,Female,47,173,76,쇠고기,우유
0,Female,54,151,94,토마토,단감
2,Male,29,159,82,우유,표고버섯
1,Male,25,157,88,우유,감자
1,Male,20,186,43,딸기,우유
0,Female,54,152,49,뱀장어,미숫가루
2,Male,25,187,88,곶감,어묵(튀긴 것)
0,Male,42,178,44,귤,사과
2,Male,39,179,61,낫또,참기름
1,Female,46,156,83,우유,수박
1,Female,34,181,69,당근주스,쌀밥
0,Female,30,165,96,단호박,우유
1,Male,49,174,65,참기름,오이
2,Female,20,176,76,바나나,사과
1,Male,57,178,54,배,비엔나소시지
0,Male,31,167,90,딸기,수박
0,Male,31,172,73,크래커,땅콩
1,Female,37,148,72,우유,우유
0,Male,40,153,57,시금치,잡곡밥
1,Male,34,186,44,낫또,우유
0,Female,56,149,55,참기름,당근
1,Female,26,186,87,단감,땅콩
0,Male,25,168,47,땅콩,토마토
1,Female,50,157,76,표고버섯,북어채
1,Female,23,142,41,우유,찜갈비
2,Female,28,153,61,가래떡,표고버섯
2,Female,34,162,88,양념갈비,토마토
0,Female,38,157,51,치즈,연근
0,Female,34,187,62,굴,갈치
0,Female,32,173,54,우유,물오징어
1,Male,56,159,72,당근주스,우유
0,Male,58,146,46,연근,검정콩
2,Female,47,186,70,우유,쌀밥
0,Male,50,146,50,콘플레이크,삶은 국수
2,Female,40,172,60,곶감,느타리 버섯
1,Male,21,189,44,딸기,새우(중하)
2,Female,31,150,81,마른국수,비엔나소시지
1,Male,28,171,49,우유,두부
0,Female,36,150,82,당근,오이
2,Male,37,173,60,단호박,완두콩
2,Female,39,179,83,땅콩,백미
2,Female,31,175,83,딸기,잡곡밥
1,Male,35,181,92,참기름,멸치
2,Male,56,160,52,참기름,단감
1,Female,49,175,87,우유,곶감
1,Female,46,144,76,시금치,귤
0,Female,57,178,76,양념갈비,당근주스
2,Female,57,163,46,치즈,미숫가루
1,Male,31,186,51,참기름,토마토
0,Male,22,180,88,토마토,사과
0,Female,40,153,79,땅콩,찜갈비
0,Male,60,168,60,표고버섯,토마토
1,Female,26,163,94,우유,우유
1,Female,52,181,43,콘플레이크,우유
1,Female,36,182,41,키위,강냉이(옥수수)
2,Female,24,189,76,수박,우유
2,Female,34,155,95,오렌지,땅콩
1,Female,54,185,77,땅콩,땅콩
2,Male,45,176,66,유부,키위
2,Female,53,175,51,완두콩,땅콩
0,Male,34,187,84,애호박,오이
2,Female,58,141,54,우유,시금치
1,Female,26,172,50,땅콩,우유
2,Male,54,178,46,땅콩,표고버섯
0,Male,57,149,47,참기름,식빵
1,Male,35,177,50,건오징어채,뱀장어
1,Female,20,148,53,수박,땅콩
0,Female,58,146,59,우유,북어채
0,Male,52,162,90,백미,사과
2,Female,24,165,80,참기름,표고버섯
1,Female,47,163,60,햄(로스),땅콩
2,Male,23,155,77,어묵(튀긴 것),돼지고기
0,Female,50,143,61,땅콩,딸기
1,Female,57,170,99,고구마,물오징어
2,Female,46,145,70,우유,단호박
0,Male,41,178,52,우유,도토리 묵
2,Female,60,188,81,토마토,우유
0,Female,31,189,92,두부,삶은 국수
1,Female,27,141,70,오렌지,참치통조림
1,Female,31,181,46,비엔나소시지,새우(중하)
1,Male,31,186,89,당근,곶감
2,Male,37,162,72,쌀밥,백미
1,Male,51,167,73,우유,오이
2,Male,45,149,60,땅콩,완두콩
1,Male,26,163,72,오렌지,우유
2,Female,37,150,43,치즈,배
1,Male,36,182,63,수박,건오징어채
1,Female,20,170,92,귤,땅콩
2,Female,35,142,57,강냉이(옥수수),참기름
0,Female,28,153,77,연근,땅콩
2,Female,45,176,44,도라지,당근
1,Male,38,157,67,참기름,우유
1,Female,45,151,62,땅콩,땅콩
1,Male,43,186,70,꽁치,땅콩
1,Male,26,172,88,우유,밤
0,Male,29,146,46,우유,땅콩
0,Male,27,162,86,인절미,단호박
0,Female,31,159,66,단호박,도라지
1,Male,51,185,92,고등어,우유
1,Female,32,165,59,느타리 버섯,땅콩
1,Female,22,176,68,땅콩,참기름
0,Male,20,160,97,밤,땅콩
2,Male,58,176,98,우유,우유
0,Female,48,186,92,우유,시금치
1,Male,60,155,54,귤,당근주스
2,Male,22,164,70,참치통조림,오이
0,Female,26,157,79,사과,땅콩
1,Female,36,186,83,토마토,유부
0,Male,29,151,59,강냉이(옥수수),고등어
2,Male,57,171,48,우유,멸치
1,Male,27,155,48,느타리 버섯,우유
0,Female,27,163,62,참기름,표고버섯
1,Male,42,149,67,사과,멸치
1,Male,33,143,88,멸치,뱀장어
1,Male,21,167,51,수박,참기름
1,Male,30,181,76,우유,북어채
1,Female,37,176,50,백미,밤
1,Male,22,145,59,단호박,도토리 묵
1,Male,47,145,57,동태,오이
0,Male,46,165,92,물오징어,밤
0,Female,46,156,95,삼겹살,바나나
2,Male,24,149,93,바나나,물오징어
0,Male,56,176,82,우유,단호박
2,Male,23,189,68,우유,백미
2,Female,56,151,56,감자,강냉이(옥수수)
0,Male,28,168,86,낫또,쌀밥
2,Male,37,186,67,고등어,치즈
0,Male,55,142,62,검정콩,배
0,Female,27,149,64,돼지고기,땅콩
0,Female,57,154,82,우유,단감
2,Female,21,148,70,애호박,미숫가루
1,Female,28,147,75,표고버섯,우유
0,Male,22,176,46,참기름,우유
2,Male,35,178,97,치즈,배
0,Male,28,176,92,수박,꽁치
0,Female,44,181,48,귤,단감
2,Male,30,169,92,백미,참기름
0,Male,37,146,71,우유,우유
0,Male,26,157,41,느타리 버섯,콘플레이크
2,Male,21,168,83,물오징어,우유
0,Female,40,164,97,참기름,애호박
2,Male,52,165,63,바나나,참기름
2,Female,37,167,85,참기름,딸기
2,Male,52,157,78,참기름,땅콩
0,Male,23,175,76,우유,햄(로스)
1,Female,28,188,59,단호박,당근주스
2,Female,31,180,88,감자,우유
0,Female,55,175,91,배,시금치
2,Female,48,189,87,찜갈비,크래커
0,Male,48,176,59,참기름,삼겹살
2,Female,58,145,95,새우(중하),땅콩
1,Male,20,184,92,꽁치,수박
0,Male,46,156,73,오이,오렌지
1,Male,50,180,49,우유,바나나
0,Male,26,189,60,우유,당근
1,Male,49,171,84,참기름,우유
2,Male,56,151,78,곶감,바나나
2,Male,54,187,70,땅콩,수박
0,Female,48,149,60,마른국수,참기름
2,Female,50,173,78,밤,바나나
1,Male,38,162,42,도라지,우유
1,Female,31,172,82,우유,우유
2,Female,21,148,92,땅콩,백미
0,Male,54,142,91,땅콩,우유
1,Female,33,189,84,참기름,참기름
1,Male,20,173,97,베이컨,땅콩
0,Female,58,176,54,우유,귤
1,Female,59,149,48,우유,우유
2,Female,30,182,86,갈치,우유
2,Male,22,177,86,참기름,우유
0,Male,26,171,95,쇠고기,토마토
1,Male,47,186,83,건오징어채,참기름
1,Female,51,177,90,땅콩,땅콩
1,Female,37,147,63,완두콩,땅콩
0,Female,48,180,79,고구마,가래떡
2,Male,37,189,78,단감,우유
0,Female,23,175,98,돼지고기,땅콩
2,Female,43,169,59,땅콩,참기름
0,Female,42,143,82,굴,오렌지
0,Female,51,157,91,고구마,땅콩
0,Male,59,152,81,당근주스,연근
2,Male,43,157,74,우유,느타리 버섯
0,Female,27,158,72,참기름,우유
2,Female,26,178,63,땅콩,도라지
1,Male,56,182,66,참기름,검정콩
0,Female,45,174,48,검정콩,땅콩
1,Female,36,152,53,크래커,사과
0,Female,45,165,99,쌀밥,느타리 버섯
2,Female,25,164,71,시금치,오이
1,Female,39,182,86,우유,시금치
2,Male,48,149,83,땅콩,우유
0,Female,25,142,78,땅콩,닭고기(닭다리)
1,Female,38,162,80,참기름,귤
0,Female,27,154,98,완두콩,치즈
0,Male,32,162,86,우유,땅콩
2,Male,28,160,91,우유,감자
1,Male,33,189,46,도토리 묵,우유
2,Male,46,142,97,당근주스,삼겹살
0,Male,28,140,48,굴,땅콩
0,Male,44,144,64,꽁치,유부
2,Male,30,169,48,당근주스,오렌지
1,Male,48,146,71,미숫가루,식빵
0,Male,26,171,57,우유,단호박
0,Male,32,181,99,땅콩,고구마
1,Male,51,177,53,키위,우유
2,Female,52,165,64,검정콩,수박
0,Male,48,181,41,마른국수,참기름
0,Female,33,184,94,밤,강냉이(옥수수)
0,Female,34,188,76,도라지,우유
2,Male,39,151,75,수박,도토리 묵
0,Male,42,143,44,땅콩,애호박
1,Female,25,176,91,땅콩,곶감
0,Female,59,189,43,배,참기름
1,Female,28,152,90,베이컨,배
0,Male,38,171,66,우유,동태
0,Female,42,160,63,우유,우유
1,Male,56,182,45,갈치,우유
2,Female,31,156,64,참기름,우유
2,Female,47,165,91,참기름,건오징어채
0,Female,30,147,55,참기름,참기름
0,Male,36,177,49,땅콩,땅콩
0,Female,35,163,41,미숫가루,땅콩
1,Male,59,175,76,우유,가래떡
0,Male,20,149,49,우유,느타리 버섯
2,Female,59,188,73,키위,당근
0,Male,52,148,53,물오징어,연근
0,Female,42,174,63,굴,참기름
1,Male,24,142,48,갈치,굴
2,Male,44,153,40,닭고기(닭다리),비엔나소시지
2,Female,31,174,53,우유,두부
0,Female,28,140,70,당근,땅콩
2,Male,29,163,64,단호박,감자
0,Male,41,182,86,땅콩,마른국수
2,Female,33,141,87,단감,미숫가루
1,Male,37,184,95,참기름,당근
1,Male,58,150,99,땅콩,사과
1,Male,21,141,47,수박,귤
1,Female,48,160,80,시금치,토마토
1,Male,59,144,95,백미,당근주스
2,Female,48,152,94,치즈,고구마
0,Female,34,189,54,참기름,토마토
1,Male,24,183,91,토마토,사과
0,Female,42,156,82,땅콩,양념갈비
1,Male,51,171,47,느타리 버섯,수박
1,Female,29,152,81,우유,우유
1,Female,54,184,46,쌀밥,우유
1,Female,49,185,44,인절미,강냉이(옥수수)
2,Male,37,141,79,수박,우유
1,Male,26,145,83,오렌지,땅콩
1,Female,46,175,64,땅콩,땅콩
2,Male,48,165,70,뱀장어,쇠고기
2,Female,56,178,55,단호박,우유
0,Male,36,140,87,우유,우유
0,Male,31,158,73,잡곡밥,우유
2,Female,29,188,70,귤,백미
2,Male,57,181,65,바나나,참기름
0,Male,29,151,51,사과,갈치
2,Male,37,180,69,시금치,참기름
0,Female,53,188,57,애호박,미숫가루
0,Male,60,149,79,오이,우유
0,Male,54,178,94,참기름,당근
2,Male,37,181,84,단감,참기름
1,Female,49,166,63,땅콩,귤
2,Female,24,157,79,땅콩,참기름
0,Female,52,146,80,우유,양념갈비
2,Female,59,173,43,표고버섯,애호박
2,Female,48,147,89,백미,우유
1,Male,43,181,55,콘플레이크,느타리 버섯
1,Male,52,178,69,동태,강냉이(옥수수)
0,Male,33,142,96,땅콩,쇠고기
2,Female,29,144,73,삼겹살,참기름
1,Female,44,184,50,연근,애호박
1,Female,45,189,93,우유,잡곡밥
2,Male,50,164,92,새우(중하),느타리 버섯
1,Male,53,170,76,귤,우유
2,Male,47,152,63,바나나,햄(로스)
1,Male,29,166,75,삼겹살,토마토
2,Female,39,153,47,참기름,낫또
1,Female,38,185,67,강냉이(옥수수),참기름
2,Male,22,173,96,미숫가루,토마토
2,Female,37,158,61,애호박,우유
0,Female,42,170,80,우유,우유
0,Female,48,179,48,참기름,참기름
0,Female,41,160,55,딸기,사과
1,Male,47,154,81,수박,귤
1,Male,46,189,73,표고버섯,토마토
2,Female,29,175,92,백미,연근
1,Male,31,163,65,가래떡,우유
0,Male,59,152,89,동태,우유
1,Male,22,162,69,땅콩,우유
1,Male,23,151,95,땅콩,도토리 묵
2,Male,45,168,79,땅콩,땅콩
0,Female,55,179,56,땅콩,참기름
0,Female,52,150,84,밤,우유
1,Male,49,166,41,인절미,잡곡밥
1,Female,20,152,95,수박,우유
1,Male,22,158,57,고등어,참기름
1,Male,54,153,58,참기름,땅콩
0,Female,58,160,66,뱀장어,키위
0,Female,27,176,71,동태,참기름
0,Male,32,153,62,애호박,표고버섯
0,Male,28,173,51,쌀밥,시금치
1,Male,39,157,50,오렌지,마른국수
0,Female,29,178,65,딸기,참기름
2,Male,44,151,70,뱀장어,참기름
2,Male,36,147,49,시금치,참기름
1,Male,54,171,99,강냉이(옥수수),오렌지
1,Male,22,172,64,미숫가루,애호박
1,Female,30,167,98,느타리 버섯,당근주스
2,Male,25,148,63,우유,표고버섯
2,Male,50,149,62,참기름,우유
0,Male,38,156,97,땅콩,쇠고기
2,Female,38,159,40,땅콩,어묵(튀긴 것)
1,Female,57,189,81,도토리 묵,새우(중하)
0,Female,59,143,87,우유,참기름
0,Male,26,143,72,우유,백미
1,Male,48,155,44,감자,잡곡밥
0,Male,31,159,74,오이,완두콩
2,Female,29,176,55,꽁치,당근주스
0,Male,27,145,66,두부,배
1,Female,30,166,68,돼지고기,땅콩
2,Female,49,144,70,우유,단감
1,Male,24,152,58,우유,표고버섯
0,Male,20,150,64,우유,감자
1,Male,25,179,51,오렌지,우유
0,Male,38,182,41,유부,오렌지
2,Male,20,180,80,곶감,갈치
0,Female,36,171,96,귤,단감
1,Female,22,159,80,백미,참기름
0,Male,40,149,75,우유,우유
1,Male,29,174,45,느타리 버섯,콘플레이크
2,Female,24,158,87,당근,우유
0,Female,32,154,41,참기름,오이
1,Male,44,156,52,바나나,참기름
2,Male,51,171,45,배,양념갈비
0,Male,55,161,82,우유,우유
2,Male,56,165,65,인절미,오이
0,Female,20,141,48,우유,우유
2,Female,23,183,93,꽁치,강냉이(옥수수)
1,Female,28,179,95,두부,땅콩
0,Female,51,142,47,참기름,건오징어채
1,Female,20,179,79,딸기,땅콩
0,Male,60,161,99,땅콩,키위
2,Male,34,187,52,표고버섯,북어채
0,Male,49,159,78,우유,가래떡
1,Male,42,171,98,크래커,표고버섯
0,Male,59,143,65,찜갈비,토마토
1,Male,42,161,72,참치통조림,뱀장어
1,Male,48,155,67,새우(중하),꽁치
1,Male,47,140,74,우유,물오징어
2,Female,40,140,49,느타리 버섯,우유
1,Male,43,164,67,연근,도토리 묵
1,Male,30,166,90,참기름,콘플레이크
1,Female,34,163,70,수박,밤
1,Male,54,189,96,곶감,느타리 버섯
2,Male,46,182,80,오렌지,물오징어
1,Female,25,180,73,마른국수,밤
1,Male,23,164,41,우유,백미
2,Male,20,180,42,도라지,오이
1,Female,21,153,52,새우(중하),완두콩
2,Female,33,172,74,땅콩,딸기
2,Male,25,168,75,딸기,배
1,Female,29,161,83,참기름,건오징어채
2,Male,50,153,44,참기름,단감
1,Female,43,168,79,우유,우유
0,Male,29,187,68,단호박,우유
2,Female,40,171,68,고구마,가래떡
1,Male,40,179,82,참치통조림,배
0,Female,26,179,43,참기름,토마토
2,Female,57,173,64,키위,단감
2,Female,34,183,71,오이,삼겹살
2,Female,43,147,95,표고버섯,우유
2,Male,51,142,69,우유,우유
2,Female,36,161,79,콘플레이크,우유
0,Female,30,175,93,키위,식빵
1,Female,60,182,52,토마토,참기름
1,Female,59,172,55,배,땅콩
